index,word,mean,weight,last_attempt_date,t,s,forget_times,probability
1475,meet,合适的：very proper,0,04/12/2020,0,0,0,0
1476,mellifluous,（曲调）优美的：smooth and sweet,0,04/12/2020,0,0,0,0
1477,melodramatic,感情夸张的，伤感的：exaggeratedly emotional,0,04/12/2020,0,0,0,0
1478,menace,威胁，使处于危险：intention to harm,0,04/12/2020,0,0,0,0
1479,mendacious,撒谎的，虚假的：lies,0,04/12/2020,0,0,0,0
1480,mentor   ,导师：guide；教导，指导：give advice,0,04/12/2020,0,0,0,0
1481,mercenary,（外国军队的）雇佣军：soldier hired；唯利是图的，贪婪的：monetary or material gain,0,04/12/2020,0,0,0,0
1482,mercurial,（情绪）善变的：changeableness of mood,0,04/12/2020,0,0,0,0
1483,merited,应得的，理所应当的：what is called for,0,04/12/2020,0,0,0,0
1484,mesh,诱捕：catch,0,04/12/2020,0,0,0,0
1485,mesmeric,催命的，催眠术的：mesmerism；令人着迷的，难以抗拒的：attracting,0,04/12/2020,0,0,0,0
1486,metamorphose,（使）变形：change,0,04/12/2020,0,0,0,0
1487,metaphysical,哲学上的，理论上的：idea；非尘世的：beyond universe,0,04/12/2020,0,0,0,0
1488,meteoric,流星般迅速而短暂的：brevity,0,04/12/2020,0,0,0,0
1489,methodical,井然有序的，有条理的：systematic order,0,04/12/2020,0,0,0,0
1490,meticulous,极为谨慎的：extreme or excessive care,0,04/12/2020,0,0,0,0
1491,mettle,勇气：strength of spirit；毅力，耐力：stamina,0,04/12/2020,0,0,0,0
1492,miff,使恼怒：annoyed,0,04/12/2020,0,0,0,0
1493,migratory,迁移的：moving from one region to another,0,04/12/2020,0,0,0,0
1494,milk,榨取（财富、信息等）：coerce profit,0,04/12/2020,0,0,0,0
1495,mime,模仿：model,0,04/12/2020,0,0,0,0
1496,mimic    ,仿真的，伪造的：in appearance；滑稽地模仿（以取笑）：copy or exaggerate；模仿：model,0,04/12/2020,0,0,0,0
1497,minatory,带来威胁的，有凶兆的：a sign of evil,0,04/12/2020,0,0,0,0
1498,mince,切碎：small pieces；小步走：short steps,0,04/12/2020,0,0,0,0
1499,mingle,mingle：social；混合，结合：mix,0,04/12/2020,0,0,0,0
1500,minimize,将…减到最少：reduce to smallest；刻意低估：underestimate；表示鄙夷：scornfully low opinion,0,04/12/2020,0,0,0,0
1501,mint,巨额：abundant amount；无损坏的：unmarred,0,04/12/2020,0,0,0,0
1502,miniscule,极小的：very small,0,04/12/2020,0,0,0,0
1503,minute,仔细的，谨小慎微的：careful scrutiny；小的，不重要的：of small importance,0,04/12/2020,0,0,0,0
1504,minutia,次要的细节，小事：minor detail,0,04/12/2020,0,0,0,0
1505,mirage,海市蜃楼，幻想：illusory,0,04/12/2020,0,0,0,0
1506,mire,困境：difficult situation；使陷入困境，拖后腿：hold back,0,04/12/2020,0,0,0,0
1507,mirth,欢乐，欢笑：gladness laughter,0,04/12/2020,0,0,0,0
1508,misanthropic,反人类：deep distrust of human,0,04/12/2020,0,0,0,0
1509,misbehaving,调皮的，行为不端的：childish misbehavior,0,04/12/2020,0,0,0,0
1510,mischievous,调皮的，淘气的：naughty teasing；有害的：causing harm,0,04/12/2020,0,0,0,0
1511,misconstrue,误解，曲解：mistake,0,04/12/2020,0,0,0,0
1512,miscreant,恶棍，罪犯：behaves criminally,0,04/12/2020,0,0,0,0
1513,misdemeanor,轻罪：crime less serious,0,04/12/2020,0,0,0,0
1514,miserly,吝啬的：penuriousness,0,04/12/2020,0,0,0,0
1515,misfortune,不幸：bad fortune,0,04/12/2020,0,0,0,0
1516,misgiving,担忧，忧虑：doubt,0,04/12/2020,0,0,0,0
1517,mishap,不幸之事：unfortunate,0,04/12/2020,0,0,0,0
1518,misrepresent,误传，篡改：give misleading representation,0,04/12/2020,0,0,0,0
1519,mite,微小的东西，很少的钱：small object,0,04/12/2020,0,0,0,0
1520,mitigate,减轻痛苦，使缓和：less severe,0,04/12/2020,0,0,0,0
1521,mobile,可移动的：capable moving；可变的：changeable,0,04/12/2020,0,0,0,0
1522,mockery,鄙视，嘲弄：ridicule；以嘲笑为目的的模仿：derisive imitation,0,04/12/2020,0,0,0,0
1523,moderate,使缓和：lessen intensify；适度的，中庸的：within limits,0,04/12/2020,0,0,0,0
1524,modicum,少量：small portion,0,04/12/2020,0,0,0,0
1525,mollify,平息，抚慰，缓和：calm,0,04/12/2020,0,0,0,0
1526,mollycoddle,宠爱，溺爱：excessive indulgence,0,04/12/2020,0,0,0,0
1527,molt,脱（羽、皮等）：shed feathers,0,04/12/2020,0,0,0,0
1528,momentous,极重要的：utmost importance,0,04/12/2020,0,0,0,0
1529,momentum,动力；冲力；势头：impetus,0,04/12/2020,0,0,0,0
1530,mongrel,杂种的，混血儿的：mixed origin,0,04/12/2020,0,0,0,0
1531,monochromatic,单色的：one color；单调无味的：lacking variety,0,04/12/2020,0,0,0,0
1532,monologue,独白：by one actor,0,04/12/2020,0,0,0,0
1533,monotonous,（声音）单调的：unvarying tone；清一色的，无聊的：tediously unvarying,0,04/12/2020,0,0,0,0
1534,montage    ,大杂烩：collection,0,04/12/2020,0,0,0,0
1535,moratorium,延期，暂缓施行：suspension,0,04/12/2020,0,0,0,0
1536,morbid,疾病的，疾病所致的：by disease；（思想性格）变态的：unwholesome thoughts,0,04/12/2020,0,0,0,0
1537,mordant,尖酸刻薄的：biting caustic,0,04/12/2020,0,0,0,0
1538,moribund,即将结束的，垂死的：approaching death；即将过时：obsolete,0,04/12/2020,0,0,0,0
1539,morose,"忧郁的：sullen, gloomy",0,04/12/2020,0,0,0,0
1540,mosaic,综合物，马赛克般的东西：collection,0,04/12/2020,0,0,0,0
1541,mosque,清真寺：worship Muslim,0,04/12/2020,0,0,0,0
1542,moth-eaten,过时的：passed its time,0,04/12/2020,0,0,0,0
1543,motile,能动的：movement,0,04/12/2020,0,0,0,0
1544,motivate,刺激，激发：provide incentive,0,04/12/2020,0,0,0,0
1545,motley,混杂的，富于变化的：variety,0,04/12/2020,0,0,0,0
1546,mottle,标记上杂色斑点：mark spots,0,04/12/2020,0,0,0,0
1547,motto,座右铭：guiding principle,0,04/12/2020,0,0,0,0
1548,mournful,悲伤的：expressing sorrow,0,04/12/2020,0,0,0,0
1549,movement,运动：moving,0,04/12/2020,0,0,0,0
1550,muddy,不干净的：not clean；浑浊的，不清晰的：lacking clarity；使难以理解：make unclear,0,04/12/2020,0,0,0,0
1551,muffle,使消声：deaden the sound,0,04/12/2020,0,0,0,0
1552,mulish,固执的：obstinate,0,04/12/2020,0,0,0,0
1553,mumble,说话含糊：utter confused,0,04/12/2020,0,0,0,0
1554,mundane,尘世的，世俗化的：relating to world；平凡的：commonplaces,0,04/12/2020,0,0,0,0
1555,munificent,慷慨的：liberal in giving,0,04/12/2020,0,0,0,0
1556,murky,黯淡的，昏暗的：without light；模糊的，晦涩的：lacking clarity,0,04/12/2020,0,0,0,0
1557,murmur,小声的话语：low sound；低声抱怨，发牢骚：grumble,0,04/12/2020,0,0,0,0
1558,mutate,（使）改变，（使）变异：undergo mutation,0,04/12/2020,0,0,0,0
1559,mute,不说话的，缄默的：refraining from speech；使颜色，音调等柔和：soften；减弱声音：muffle the sound,0,04/12/2020,0,0,0,0
1560,mutter,低声抱怨：murmur complainingly,0,04/12/2020,0,0,0,0
1561,myopic,缺乏远见的，缺乏辨别能力的：lack of foresight,0,04/12/2020,0,0,0,0
1562,myriad,无限的，大量的：indefinite number,0,04/12/2020,0,0,0,0
1563,nadir,最低点：lowest point,0,04/12/2020,0,0,0,0
1564,naïve,天真纯朴的：lacking worldly experience,0,04/12/2020,0,0,0,0
1565,narcissism,自恋：admiration of oneself,0,04/12/2020,0,0,0,0
1566,nascent,新生的：recently come into existence,0,04/12/2020,0,0,0,0
1567,natty,整洁的，时髦的：tidy,0,04/12/2020,0,0,0,0
1568,nauseate,（使）厌恶，（使）作呕：cause disgust,0,04/12/2020,0,0,0,0
1569,nautical,航海的：on water,0,04/12/2020,0,0,0,0
1570,naysay,"拒绝，否认：oppose, deny",0,04/12/2020,0,0,0,0
1571,nebulous,模糊的：indistinct,0,04/12/2020,0,0,0,0
1572,needy,贫穷的：impoverished,0,04/12/2020,0,0,0,0
1573,nefarious,极坏的，邪恶的：wicked,0,04/12/2020,0,0,0,0
1574,negation,否定：opposite,0,04/12/2020,0,0,0,0
1575,negligent,疏忽大意的：failing care,0,04/12/2020,0,0,0,0
1576,negotiate,商量，谈判：by mutual agreement；谋划：plan out,0,04/12/2020,0,0,0,0
1577,neophyte,初学者，新手：beginner,0,04/12/2020,0,0,0,0
1578,nerve,（坚强的）意志，勇气：power of endurance；给予勇气，鼓励：give courage,0,04/12/2020,0,0,0,0
1579,nettle,惹怒：arouse anger,0,04/12/2020,0,0,0,0
1580,neutralize,中和：acid undergo neutralization；破坏，使无效：make inoperative or ineffective,0,04/12/2020,0,0,0,0
1581,nicety,连结：connection；核心，最重要的地带：greatest importance,0,04/12/2020,0,0,0,0
1582,nexus,小口咬：small bites,0,04/12/2020,0,0,0,0
1583,nibble,准确，精准：careful details；细微之处：fine point,0,04/12/2020,0,0,0,0
1584,nil,不存在，零：nothing,0,04/12/2020,0,0,0,0
1585,nip,少量：small amount；小口吃喝：in small amounts,0,04/12/2020,0,0,0,0
1586,nitpick,吹毛求疵：criticize,0,04/12/2020,0,0,0,0
1587,nocturnal,夜间的：in the night；夜间活动的：active at night,0,04/12/2020,0,0,0,0
1588,noisome,有害的，有毒的：harmful；恶臭的：offensive smell；非常令人厌恶的：objectionable,0,04/12/2020,0,0,0,0
1589,nomad,游牧的；居无定所的人：no fixed residence,0,04/12/2020,0,0,0,0
1590,nominal,不重要的：unimportant；名义上的：something in name,0,04/12/2020,0,0,0,0
1591,nonchalant,冷漠：indifference,0,04/12/2020,0,0,0,0
1592,nondescript,"平凡的，不吸引人的：lacking distinctive, interesting",0,04/12/2020,0,0,0,0
1593,nonentity,不重要的人：little consequence；虚构的东西：created no objective reality,0,04/12/2020,0,0,0,0
1594,nonplus,使迷惑，使困窘：perplex,0,04/12/2020,0,0,0,0
1595,nonsense,无意义的话，废话：no meaning,0,04/12/2020,0,0,0,0
1596,notch,刻痕：cut；通过努力获得：obtain,0,04/12/2020,0,0,0,0
1597,novel,新奇的：new,0,04/12/2020,0,0,0,0
1598,noxious,"有害的，有毒的：harmful, injurious to health；产生强烈厌恶的：causing intense displeasure",0,04/12/2020,0,0,0,0
1599,nuance,细微的差异：subtle distinction,0,04/12/2020,0,0,0,0
1600,nudge,用肘推以引起注意：push elbow；说服某人做某事：persuade,0,04/12/2020,0,0,0,0
1601,nugatory,"无关紧要的：consequence, inconsequential",0,04/12/2020,0,0,0,0
1602,nurture,提供营养：nourishment；培育，培养：provide with understanding,0,04/12/2020,0,0,0,0
1603,oath,誓言：formal promise,0,04/12/2020,0,0,0,0
1604,obdurate,固执的：resistant influences；冷酷无情的：lack of sympathy,0,04/12/2020,0,0,0,0
1605,obedient,服从的，顺从的：submissive authority,0,04/12/2020,0,0,0,0
1606,obeisance,"敬礼，尊重：respect, submission",0,04/12/2020,0,0,0,0
1607,obfuscate,"使困惑，使模糊：confused, opaque",0,04/12/2020,0,0,0,0
1608,obligatory,强制性的：compulsory；（见得多以至于）无聊的：dull,0,04/12/2020,0,0,0,0
1609,obliging,乐于助人的：do favors,0,04/12/2020,0,0,0,0
1610,oblique,斜的：inclined or twisted,0,04/12/2020,0,0,0,0
1611,obliterate,除去：remove,0,04/12/2020,0,0,0,0
1612,oblivious,"不知道的，不知情的：lacking awareness, not informed",0,04/12/2020,0,0,0,0
1613,obloquy,谩骂，诽谤：abusively language；恶名，耻辱：lost the esteem,0,04/12/2020,0,0,0,0
1614,obscure,"含义模糊的：not clearly, veiled, uncertain meaning；平凡的，不知名的：famous；使模糊：indistinct",0,04/12/2020,0,0,0,0
1615,obsequious,谄媚的，奴性的：fawning attentiveness,0,04/12/2020,0,0,0,0
1616,obsess,迷住的，使困扰：haunt,0,04/12/2020,0,0,0,0
1617,obstinate,固执的：in spite of persuasion；难以减轻或治愈的：mot easily subdued,0,04/12/2020,0,0,0,0
1618,obstreperous,难驾驭的，任性的：unruly；吵闹的：loud and insistent cries,0,04/12/2020,0,0,0,0
1619,obstruct,"妨碍，给…制造困难：impede, create difficulty；阻挡：prevent passage",0,04/12/2020,0,0,0,0
1620,obtuse,愚钝的：absorb ideas readily,0,04/12/2020,0,0,0,0
1621,obviate,排除，使不必要：unnecessary,0,04/12/2020,0,0,0,0
1622,occult,"难以理解的：not easily apprehended, mysterious；使隐藏或神秘：keep secret ",0,04/12/2020,0,0,0,0
1623,odium,憎恶，讨厌：strong dislike,0,04/12/2020,0,0,0,0
1624,offbeat,不平常的：different from generally found,0,04/12/2020,0,0,0,0
1625,offhand,即兴的，没有准备的：without preparation,0,04/12/2020,0,0,0,0
1626,officious,多管闲事的：thrusting oneself,0,04/12/2020,0,0,0,0
1627,offish,冷淡的：aloof,0,04/12/2020,0,0,0,0
1628,off-key,不寻常的，不合适的：out of accord with,0,04/12/2020,0,0,0,0
1629,ominous,"凶兆的：omen, evil",0,04/12/2020,0,0,0,0
1630,omniscient,无所不知的：complete knowledge,0,04/12/2020,0,0,0,0
1631,onerous,"费时间花心思的：requiring much time, effort",0,04/12/2020,0,0,0,0
1632,opaque,"不透光的：impenetrable by light, neither transparent translucent；晦涩的：obscure",0,04/12/2020,0,0,0,0
1633,opine,表达观点；想，认为：express opinions,0,04/12/2020,0,0,0,0
1634,opportune,合适的，恰当的：convenient,0,04/12/2020,0,0,0,0
1635,opprobrious,辱骂的：reproach；臭名昭著的，令人鄙视的：infamous,0,04/12/2020,0,0,0,0
1636,oration,（颇有野心、自高自大的）演说：high-flown or pompous manner,0,04/12/2020,0,0,0,0
1637,orient,"使确定方向，使熟悉或适应：determine position, make familiar",0,04/12/2020,0,0,0,0
1638,original,"创新的：creative, inventive；最初的，最早的：before",0,04/12/2020,0,0,0,0
1639,orthodox,"传统的：established form, custom, or rules",0,04/12/2020,0,0,0,0
1640,oscillate,振动，摇晃：swing；犹豫，变化：vary,0,04/12/2020,0,0,0,0
1641,ossify,"（使）硬化，（使）僵化：hardened, conventional, opposed to change",0,04/12/2020,0,0,0,0
1642,ostentatious,"卖弄炫耀的：conspicuous, pretentious",0,04/12/2020,0,0,0,0
1643,ostracize,驱逐：exclude,0,04/12/2020,0,0,0,0
1644,oust,免职：remove from；驱逐：drive out,0,04/12/2020,0,0,0,0
1645,outgoing,友好的，外向的：extroverted,0,04/12/2020,0,0,0,0
1646,outlandish,"古怪的，奇异的：out of the ordinary, bizarre",0,04/12/2020,0,0,0,0
1647,outmaneuver,以谋略取胜：overcome,0,04/12/2020,0,0,0,0
1648,outset,开端，开始：beginning,0,04/12/2020,0,0,0,0
1649,outwit,瞒骗，以智取胜：surpass cunning,0,04/12/2020,0,0,0,0
1650,overbearing,专横傲慢的：arrogant；压倒一切的，（在力量或重要性上）势不可挡的；支配的，显著的：overwhelming in power,0,04/12/2020,0,0,0,0
1651,overlap,（与…）部分重叠：same area,0,04/12/2020,0,0,0,0
1652,overt,明显的，公开的：open,0,04/12/2020,0,0,0,0
1653,overture,"前言：introductory, preclude；序曲：introduction opera",0,04/12/2020,0,0,0,0
1654,oxymoron,矛盾修饰法：combination contradictory,0,04/12/2020,0,0,0,0
1655,pacify,使平静，安慰：ease the anger,0,04/12/2020,0,0,0,0
1656,padding,夸张，废话：go beyond the facts,0,04/12/2020,0,0,0,0
1657,paean,欢乐颂：joyous song praise,0,04/12/2020,0,0,0,0
1658,painstaking,煞费苦心的：diligent care,0,04/12/2020,0,0,0,0
1659,palatable,感到愉悦满足的：pleasure or contentment,0,04/12/2020,0,0,0,0
1660,palatial,宫殿般奢华的：ornateness,0,04/12/2020,0,0,0,0
1661,pall,失去兴趣：interest attraction,0,04/12/2020,0,0,0,0
1662,palliate,平息，减轻：less severe intense,0,04/12/2020,0,0,0,0
1663,pallid,无生气的，缺乏活力的：lacking radiance vitality；苍白无血色的：pale,0,04/12/2020,0,0,0,0
1664,palmy,繁荣的：prosperity,0,04/12/2020,0,0,0,0
1665,palpable,摸得到的：capable touched；明显的，易觉察的：obvious,0,04/12/2020,0,0,0,0
1666,palter,欺骗，讨价还价：insincerely deceitfully,0,04/12/2020,0,0,0,0
1667,paltry,无价值的，微不足道的：importance；让人厌恶的，让人鄙视的：loathing and disgust,0,04/12/2020,0,0,0,0
1668,pan,严厉批评：harsh criticism,0,04/12/2020,0,0,0,0
1669,panache,炫耀：flamboyance,0,04/12/2020,0,0,0,0
1670,pandemic,大范围流行的：widespread,0,04/12/2020,0,0,0,0
1671,pandemonium,喧嚣，骚动：noise,0,04/12/2020,0,0,0,0
1672,panegyric,赞颂之词，颂文：eulogistic,0,04/12/2020,0,0,0,0
1673,panoramic,全景的：complete view,0,04/12/2020,0,0,0,0
1674,parable,寓言：teach a basic truth,0,04/12/2020,0,0,0,0
1675,paradigm,典范，模范：pattern,0,04/12/2020,0,0,0,0
1676,paradise,天堂，极乐世界：perfection and happiness；快乐，狂喜：pleasurable emotion,0,04/12/2020,0,0,0,0
1677,paradox,表面矛盾实际可能正确的话，悖论：opposed to commonsense,0,04/12/2020,0,0,0,0
1678,paragon,优秀模范：example；把…比作，显示相似：compare,0,04/12/2020,0,0,0,0
1679,paramount,最重要的：chief importance,0,04/12/2020,0,0,0,0
1680,paranoid,多疑的，对他人极端恐惧和怀疑的：extreme fear of distrust,0,04/12/2020,0,0,0,0
1681,paraphrase,转述，意译，改写；in different words,0,04/12/2020,0,0,0,0
1682,parch,炽，烤，烤干：dry,0,04/12/2020,0,0,0,0
1683,parenthesis    ,间断：interruption,0,04/12/2020,0,0,0,0
1684,pariah,被排斥或鄙视的人：despised or rejected,0,04/12/2020,0,0,0,0
1685,parity,相称，同等，平等：being equal,0,04/12/2020,0,0,0,0
1686,parody,（以嘲笑原作作者的）模仿作品：imitated for ridicule；模仿（以嘲弄）：copy to make fun,0,04/12/2020,0,0,0,0
1687,paroxysm,（感情、动作的）突发：outburst；（政治、社会领域呃）大动荡：disturbance,0,04/12/2020,0,0,0,0
1688,parrot,（机械地）模仿，复制：imitate without understanding,0,04/12/2020,0,0,0,0
1689,parry   ,躲避（问题）：evade,0,04/12/2020,0,0,0,0
1690,parsimonious,过度节俭的，吝啬的：stinginess,0,04/12/2020,0,0,0,0
1691,partial,偏袒的，偏爱的：biased；部分的，不完整的：lacking,0,04/12/2020,0,0,0,0
1692,particularize,详述：give details,0,04/12/2020,0,0,0,0
1693,partisan,跟随者，信徒：follows；（狂热。坚定的）拥护者，支持者：excessively devoted；偏袒的：one side,0,04/12/2020,0,0,0,0
1694,pastiche,（带嘲讽的）模仿：imitates with satirical intent；大杂烩：hodgepodge,0,04/12/2020,0,0,0,0
1695,partition,分割，划分：dividing,0,04/12/2020,0,0,0,0
1696,patent,显而易见的，明显的：readily visible,0,04/12/2020,0,0,0,0
1697,pathological,不正常的，病态的：markedly abnormal,0,04/12/2020,0,0,0,0
1698,patina,外表：superficial；（由内而外散发的）氛围，气场：appearance or aura,0,04/12/2020,0,0,0,0
1699,patrician,贵族，名门望族：high birth；贵族的，地位高的：high birth,0,04/12/2020,0,0,0,0
1700,patriot,爱国者：loves country,0,04/12/2020,0,0,0,0
1701,patronize,赞助：provide aid；以高人一等的态度对待：treat haughtily,0,04/12/2020,0,0,0,0
1702,paucity,少量，缺乏：dearth,0,04/12/2020,0,0,0,0
1703,paunchy,大腹便便的，大肚子的：potbelly,0,04/12/2020,0,0,0,0
1704,peck,大量：considerable amount；（不情愿地）小口咬：in small bites,0,04/12/2020,0,0,0,0
1705,pedagogue,教育者，老师：give formal instruction ,0,04/12/2020,0,0,0,0
1706,pedant,书呆子，墨守成规之人：formal rules,0,04/12/2020,0,0,0,0
1707,predestine,预先注定：in advance,0,04/12/2020,0,0,0,0
1708,pedestrian,行人：traveling on foot；平庸无奇的，令人厌倦的：causing weariness,0,04/12/2020,0,0,0,0
1709,peep,一瞥：brief look；轻声：slight sound,0,04/12/2020,0,0,0,0
1710,peer,同等地位的人，同辈：equal；好奇地凝视：look,0,04/12/2020,0,0,0,0
1711,peeve,打扰，惹恼：disturb,0,04/12/2020,0,0,0,0
1712,pejorative,轻蔑的，贬低的：disparaging,0,04/12/2020,0,0,0,0
1713,pellucid,透明的：admitting light；清晰明确的，易懂的：clear,0,04/12/2020,0,0,0,0
1714,pen,监狱：confinement；关押，监禁：close,0,04/12/2020,0,0,0,0
1715,penalty,（对罪行的）处罚：punishment,0,04/12/2020,0,0,0,0
1716,penchant,嗜好，迷恋：strong inclination,0,04/12/2020,0,0,0,0
1717,penitent,悔过的：regretful,0,04/12/2020,0,0,0,0
1718,pensive,沉思的，（尤指）哀思的：thinking,0,04/12/2020,0,0,0,0
1719,penury,贫穷：dearth；吝啬，节俭：frugality,0,04/12/2020,0,0,0,0
1720,perambulate    ,徒步穿越，走过：travel over,0,04/12/2020,0,0,0,0
1721,perceptible,可察觉的：being perceived,0,04/12/2020,0,0,0,0
1722,peremptory,不容反抗的：not allowing contradiction；爱发号施令的：ordering people；傲慢的：feeling of superiority,0,04/12/2020,0,0,0,0
1723,perfervid,非常热情的：exaggerated emotion,0,04/12/2020,0,0,0,0
1724,perfidy,不忠，背信弃义：disloyalty,0,04/12/2020,0,0,0,0
1725,perforate,打孔，穿透：make a hole,0,04/12/2020,0,0,0,0
1726,perfunctory,例行公事的，敷衍的：superficially；不感兴趣的：lacking in interest,0,04/12/2020,0,0,0,0
1727,perimeter    ,边界，界限：outer limit,0,04/12/2020,0,0,0,0
1728,periodical   ,期刊：publication；周期性的，有固定间隔的：regular intervals,0,04/12/2020,0,0,0,0
1729,peripatetic,巡游的，四处游历的：place to place,0,04/12/2020,0,0,0,0
1730,peripheral,外围的：boundary or periphery；辅助性的：supply,0,04/12/2020,0,0,0,0
1731,perish,死亡，消亡：cease to exist,0,04/12/2020,0,0,0,0
1732,permanent,"永恒的：continuing or enduring, forever",0,04/12/2020,0,0,0,0
1733,permeable,可渗透的：penetrated,0,04/12/2020,0,0,0,0
1734,pernicious,有害的：injurious,0,04/12/2020,0,0,0,0
1735,peroration,（演讲的）结束语：concluding part；（正式的）演讲，致辞：formal discourse,0,04/12/2020,0,0,0,0
1736,perpetual,永恒的，不断的：continuing forever,0,04/12/2020,0,0,0,0
1737,persecute,迫害，折磨：cause suffering,0,04/12/2020,0,0,0,0
1738,persevere,坚持不懈，不屈不挠：persist,0,04/12/2020,0,0,0,0
1739,persiflage,打趣：teasing,0,04/12/2020,0,0,0,0
1740,persistence,坚持，持续：lasting existence,0,04/12/2020,0,0,0,0
1741,personable,风度翩翩的，吸引人的：attractive,0,04/12/2020,0,0,0,0
1742,perspicacious,极敏锐的，有洞察力的：penetrating mental discernment,0,04/12/2020,0,0,0,0
1743,perspicuity,清晰明了的：clearness and lucidity,0,04/12/2020,0,0,0,0
1744,pertain,有关联的：have a relation,0,04/12/2020,0,0,0,0
1745,pertinacious,顽固的，固执地坚持的：sticking,0,04/12/2020,0,0,0,0
1746,pertinent,相关的，恰当的：relevance,0,04/12/2020,0,0,0,0
1747,perturb,使扰乱，使烦躁不安：trouble the mind,0,04/12/2020,0,0,0,0
1748,peruse,细读：examine with great care,0,04/12/2020,0,0,0,0
1749,pervade,弥漫，充满：throughout,0,04/12/2020,0,0,0,0
1750,pessimistic,悲观的：take the gloomiest possible view,0,04/12/2020,0,0,0,0
1751,petition,"请愿，正式的申请，申请书：supplication or request；（尤指正式地）请求：,make a request",0,04/12/2020,0,0,0,0
1752,petrify,使僵化，使失去活力：become stiff,0,04/12/2020,0,0,0,0
1753,petty,细微的，不重要的：small importance,0,04/12/2020,0,0,0,0
1754,phenomenal,不寻常的，非凡的：out of the ordinary,0,04/12/2020,0,0,0,0
1755,philanthropic,博爱的，为他人着想的：welfare of others,0,04/12/2020,0,0,0,0
1756,philistine,市侩（注重物质而鄙视智慧或艺术的人）：guided by materialism,0,04/12/2020,0,0,0,0
1757,phlegmatic,"冷静的，无感情的，淡漠的：calm, sluggish temperament",0,04/12/2020,0,0,0,0
1758,piddling,微不足道的：trifling or trivial,0,04/12/2020,0,0,0,0
1759,piebald,杂色的：different colors；混合的，杂糅而成的：different sorts,0,04/12/2020,0,0,0,0
1760,pigment,颜料：color；给…上颜色：color,0,04/12/2020,0,0,0,0
1761,pilfer,偷窃：steal,0,04/12/2020,0,0,0,0
1762,pillar,柱子：support；（物质、精神等方面的）支柱：support,0,04/12/2020,0,0,0,0
1763,pillory,当众嘲弄：public contempt,0,04/12/2020,0,0,0,0
1764,pilot,领航员，飞行员：steer a ship；初步性的，试验性的：tentative model；带领通过：lead,0,04/12/2020,0,0,0,0
1765,pine,渴望，奢望：yearn；因渴望而憔悴：lose vigor,0,04/12/2020,0,0,0,0
1766,pinnacle,顶峰：highest point,0,04/12/2020,0,0,0,0
1767,pinpoint,非常精确的：extreme precision；精确定位或确认：identify with precision,0,04/12/2020,0,0,0,0
1768,piquant,辛辣开胃的：pungent taste；令人振奋的：provocative,0,04/12/2020,0,0,0,0
1769,pique,使愤怒：arouse anger；激起，刺激：excite or arouse,0,04/12/2020,0,0,0,0
1770,pirate,盗版，盗用：without actual right；海岛：robber seas,0,04/12/2020,0,0,0,0
1771,pithy,精练的，简洁的：brief,0,04/12/2020,0,0,0,0
1772,pitiless,没有同情心的：devoid of pity,0,04/12/2020,0,0,0,0
1773,pittance,少量津贴：small portion,0,04/12/2020,0,0,0,0
1774,placate,（通过让步以）平息抚慰：lessen the anger,0,04/12/2020,0,0,0,0
1775,placebo,安慰性的事物：used to appease or reassure ,0,04/12/2020,0,0,0,0
1776,plagiarize,剽窃，抄袭：steal ideas,0,04/12/2020,0,0,0,0
1777,plangent,轰鸣的：loud sound；凄凉的，哀伤的：plaintive,0,04/12/2020,0,0,0,0
1778,plastic,可塑的：modified；虚假的，做作的：lacking in natural,0,04/12/2020,0,0,0,0
1779,plateau,高原：raised above；稳定时期，平台期：stable level,0,04/12/2020,0,0,0,0
1780,platitude,陈词滥调：banal statement；缺乏原创性：lack of originality,0,04/12/2020,0,0,0,0
1781,plausible,看似有理的：superficially reasonable,0,04/12/2020,0,0,0,0
1782,pleat,打褶：fold,0,04/12/2020,0,0,0,0
1783,plentitude,大量：ample amount,0,04/12/2020,0,0,0,0
1784,plethora,过量，过剩：excess,0,04/12/2020,0,0,0,0
1785,pliable,易弯曲的，柔软的：supple；易受影响的，温顺的：easily influenced,0,04/12/2020,0,0,0,0
1786,pliant,易弯曲的：easily bent；顺从的：yielding,0,04/12/2020,0,0,0,0
1787,plight,困境：unfortunate,0,04/12/2020,0,0,0,0
1788,plod,沉重缓慢地走：walk heavily,0,04/12/2020,0,0,0,0
1789,pluck,敢于面对困难的勇气：courage；弹奏（弦乐）：strings pulling releasing,0,04/12/2020,0,0,0,0
1790,plumb,测深度：measure the depth；垂直的：vertical；仔细深入地检查；探索，探究：examine deeply,0,04/12/2020,0,0,0,0
1791,plummet,突然下降：decline suddenly,0,04/12/2020,0,0,0,0
1792,plump,丰满的：well-around；鼎力支持，赞不绝口：give full support,0,04/12/2020,0,0,0,0
1793,plunge,突然下降：descend suddenly；插入，刺入：penetrate,0,04/12/2020,0,0,0,0
1794,polarize,使分开对立，使两极分化：break into opposing,0,04/12/2020,0,0,0,0
1795,polemic,争执：argument,0,04/12/2020,0,0,0,0
1796,polished,有教养的：high degree of refinement；擦亮的：shiny,0,04/12/2020,0,0,0,0
1797,politic,精明能干的：shrewdness；合时宜的，明智的：suitable,0,04/12/2020,0,0,0,0
1798,pompous,浮夸的：ornate；傲慢的：self-importance,0,04/12/2020,0,0,0,0
